FoodID,Food Code,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,CountryCode,FoodDateOfEntry,FoodDateOfPublication,ScientificName
3211,3211,15,3,"Crustaceans, shrimp, mixed species, raw","Crustacés, crevette, espèces diverses, crues",15149,1989-01-01,,Penaeidae and Pandalidae
3106,3106,15,0,"Crustaceans, spiny lobster (crawfish, rock lobster), mixed species, raw","Crustacés, langouste, espèces diverses, crues",15154,1989-01-01,,Jasus spp. and Panulirus spp.
3189,3189,15,0,"Crusteceans, crayfish, mixed species, farmed, boiled or steamed","Crustacés, écrevisse, espèces diverses, élevage, à vapeur ou bouillies",15243,1994-01-01,,
3174,3174,15,0,"Crusteceans, spiny lobster (crawfish, rock lobster), boiled or steamed","Crustacés, langouste, espèces diverses, à vapeur ou bouilli",15228,1994-01-01,,
2708,2708,7,1,"Deli meat, beef, cured, jellied","Viande froide, boeuf, salé, en gelée",13353,1990-01-01,,
5694,5694,7,0,"Deli-meat, Bologna (baloney), reduced fat","Charcuterie, saucisson de bologne, teneur réduite en gras",07936,2004-03-09,2002-08-01,
4843,4843,7,0,"Deli-meat, chicken breast (honey glazed)","Charcuterie, poulet, poitrine (glacé au miel)",07209,2000-12-20,1997-06-01,
5691,5691,7,38,"Deli-meat, chicken breast, oven-roasted, fat free, sliced","Charcuterie, poitrine de poulet, rôtie au four, sans gras, tranchée",07933,2004-03-09,2002-08-01,
5693,5693,7,38,"Deli-meat, chicken breast, oven-roasted, sliced","Charcuterie, poitrine de poulet, rôtie au four, tranchée",07935,2004-03-09,2002-08-01,
5696,5696,7,0,"Deli-meat, honey ham, smoked, extra lean, sliced","Charcuterie, jambon au miel, fumé, extra maigre, tranché",07938,2004-03-09,2002-08-01,
4258,4258,19,0,"Dessert, egg custard, dry mix, prepared with 2% milk","Dessert, flan aux oeufs, mélange sec, préparé avec lait 2%",19205,1994-01-01,,
5751,5751,19,35,"Dessert, frozen yogourt, chocolate, skim milk, with artificial sweetener","Dessert, congelé, yogourt glacé, chocolat, lait écrémé, édulcorant artificiel",42185,2004-03-09,2002-08-01,
4917,4917,19,0,"Dessert, frozen, ice cream, light, with aspartame, vanilla","Dessert, congelé, crème glacée, légère, avec aspartame, vanille",19260,2000-12-22,1999-02-01,
4164,4164,19,0,"Dessert, frozen, ice cream, low fat, vanilla, soft serve","Dessert, congelé, crème glacée, pauvre en gras, vanille, molle",19096,1994-01-01,,
5750,5750,19,35,"Dessert, frozen, ice cream, vanilla, light, no sugar added, chocolate coated","Dessert, congelé, crème glacée, vanille, légère, sans sucre, enrobée de chocolat",42074,2004-03-09,2002-08-01,
5463,5463,19,35,"Dessert, frozen, made with skim milk, chocolate","Dessert, congelé, fait avec lait écrémé, chocolat",42131,2004-03-09,2003-08-01,
4245,4245,19,0,"Dessert, pudding, coconut, dry mix, instant, prepared with 2% milk","Dessert, pouding, noix de coco, mélange sec, instantané, préparé avec lait 2%",19191,1994-01-01,,
4316,4316,19,0,"Dessert, pudding, lemon, dry mix, regular, prepared","Dessert, pouding, citron, mélange sec, régulier, préparé",19333,1994-01-01,,
4267,4267,19,0,"Dessert, rennin, vanilla, dry mix, prepared with 2% milk","Dessert, rennine (présure), vanille, mélange sec, préparé avec lait 2%",19214,1994-01-01,,
4054,4054,18,1,"Doughnut (donut), cake-type, chocolate, sugared or glazed","Beigne, type gâteau, chocolat, enrobé de sucre ou givré",18251,1995-01-01,,
3891,3891,18,0,"Doughnut (donut), cake-type, plain (includes unsugared, old-fashioned)","Beigne, type gâteau, nature (inclus non sucré, à l'ancienne)",18248,1995-01-01,,
3892,3892,18,0,"Doughnut (donut), cake-type, plain, chocolate coated or iced","Beigne, type gâteau, nature, enrobé de chocolat ou glacé",18249,1995-01-01,,
3893,3893,18,0,"Doughnut (donut), cake-type, plain, sugared or glazed","Beigne, type gâteau, nature, enrobage de sucre ou givré",18250,1995-01-01,,
3895,3895,18,0,"Doughnut (donut), French cruller, glazed","Beigne, roussette, givré",18253,1995-01-01,,
3897,3897,18,0,"Doughnut (donut), yeast-leavened (honey bun), glazed","Beigne, levure (miel), givré",18255,1995-01-01,,
3896,3896,18,0,"Doughnut (donut), yeast-leavened, with cream filling","Beigne, levure, fourré à la crème",18254,1995-01-01,,
3898,3898,18,0,"Doughnut (donut), yeast-leavened, with jelly filling","Beigne, levure, fourré de gelée",18256,1995-01-01,,
2097,2097,11,0,"Drumstick (horseradish-tree), leaves, boiled, drained","Cassier (ben oléifère), feuilles, bouillies, égouttées",11223,1985-01-01,,
501660,6442,11,0,"Drumstick (horseradish-tree), leaves, boiled, drained, with salt","Cassier (ben oléifère), feuilles, bouillies, égouttées, sel ajouté",11786,2009-03-17,,
2096,2096,11,0,"Drumstick (horseradish-tree), leaves, raw","Cassier (ben oléifère), feuilles, crues",11222,1985-01-01,,Moringa oleifera
2294,2294,11,0,"Drumstick (horseradish-tree), pods, boiled, drained","Cassier (ben oléifère), gousses, bouillies, égouttées",11621,1985-01-01,,
501661,6443,11,0,"Drumstick (horseradish-tree), pods, boiled, drained, with salt","Cassier (ben oléifère), gousses, bouillies, égouttées, sel ajouté",11787,2009-03-17,,
2293,2293,11,0,"Drumstick (horseradish-tree), pods, raw","Cassier (ben oléifère), gousses, crues",11620,1985-01-01,,Moringa oleifera
502015,6789,19,0,Dulce de leche (caramelized milk),Dulce de leche (lait caramélisé),01225,2009-10-13,,
3902,3902,18,0,"English muffin, multigrain (also granola)","Muffin anglais, multigrains (aussi granola)",18260,1995-01-01,,
3903,3903,18,0,"English muffin, multigrain (also granola), toasted","Muffin anglais, multigrains (aussi granola), grillé",18261,1995-01-01,,
4646,4646,21,0,"Fast foods, corn dog, wiener/sausage with cornflour coating","Aliments prêts à manger, saucisse avec enrobage de farine de maïs (saucisse sur bâtonnet)",21120,1990-01-01,,
4559,4559,21,0,"Fast foods, dessert, cookies, chocolate chip","Aliments prêts à manger, dessert, biscuits, grains de chocolat",21030,1990-01-01,,
4557,4557,21,0,"Fast foods, dessert, ice cream, light, vanilla, soft serve with cone","Aliments prêts à manger, dessert, crème glacée, légère, vanille, molle avec cornet",21028,1990-01-01,,
501986,6759,21,0,"Fast foods, sandwiches and burgers, grilled chicken sandwich with lettuce, tomato and spread","Aliments prêts à manger, sandwichs et burgers, sandwich au poulet grillé, avec laitue, tomates et tartinade",21490,2009-07-14,,
4650,4650,21,0,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with coldcuts, lettuce and tomatoes","Aliments prêts à manger, sandwichs et burgers, sous-marin fait avec pain blanc, viandes froides, laitue et tomates",21124,1990-01-01,,
4651,4651,21,0,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with roast beef, lettuce and tomatoes","Aliments prêts à manger, sandwichs et burgers, sous-marin fait avec pain blanc avec rôti de boeuf, laitue et tomates",21125,1990-01-01,,
4652,4652,21,0,"Fast foods, sandwiches and burgers, submarine sandwich on white bread, with tuna salad, lettuce and tomatoes","Aliments prêts à manger, sandwichs et burgers, sous-marin fait avec pain blanc avec salade de thon, laitue et tomates",21126,1990-01-01,,
4655,4655,21,0,"Fast foods, side dish, hush puppies","Aliments prêts à manger, plat d'accompagnement, galette hush puppies",21129,1990-01-01,,
4663,4663,21,30,"Fast foods, side dish, potato, french-fried in beef tallow and vegetable oil","Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans du suif de boeuf et huile végétale",,1990-01-01,,
2502,2502,11,3,"Fiddlehead greens (ferns), frozen, unprepared","Crosses de fougères (têtes de violon), congelées, non préparées",11996,1988-01-01,,
2984,2984,15,3,"Fish, anchovy, european, raw","Poisson, anchois, eueropéen, cru",15001,1989-01-01,,Engraulis encrasichholus (L)
5841,5841,15,28,"Fish, arctic char, native, meat and skin, dried","Poisson, omble chevalier, autochtone, viande et peau, déshydratées",,2005-02-09,,Salvelinus alpinus (naresi)
5840,5840,15,28,"Fish, arctic char, native, meat and skin, raw","Poisson, omble chevalier, autochtone, viande et peau, crues",,2005-02-09,,Salvelinus alpinus (naresi)
5838,5838,15,28,"Fish, arctic char, native, meat, boiled","Poisson, omble chevalier, autochtone, viande, bouilli",,2005-02-09,,Salvelinus alpinus (naresi)
5839,5839,15,28,"Fish, arctic char, native, meat, dried","Poisson, omble chevalier, autochtone, viande, déshydraté",,2005-02-09,,Salvelinus alpinus (naresi)
3230,3230,15,28,"Fish, arctic char, native, meat, raw","Poisson, omble chevalier, autochtone, viande, cru",,1990-01-01,,Salvelinus alpinus (naresi)
5842,5842,15,28,"Fish, arctic char, native, skin, raw","Poisson, omble chevalier, autochtone, peau, cru",,2005-02-09,,Salvelinus alpinus (naresi)
3134,3134,15,0,"Fish, bass, fresh water, mixed species, baked or broiled","Poisson, bar d'eau douce (achigan), espèces diverses, au four ou grillées",15187,1994-01-01,,
2986,2986,15,0,"Fish, bass, fresh water, mixed species, raw","Poisson, bar, d'eau douce, espèces diverses, crues",15003,1989-01-01,,Percichthyidae and Centrarchidae
3135,3135,15,0,"Fish, bass, striped, baked or broiled","Poisson, bar d'Amérique, au four ou grillé",15188,1994-01-01,,
2987,2987,15,0,"Fish, bass, striped, raw","Poisson, bar, d'amérique, cru",15004,1989-01-01,,Morone saxatilis (Walbaum)
5879,5879,15,28,"Fish, blackfish, native, whole","Poisson, bar noir (mérou noir), autochtone, entier",35016,2005-03-04,2005-03-01,Dallia pectoralis
3136,3136,15,0,"Fish, bluefish, baked or broiled","Poisson, tassergal, au four ou grillé",15189,1994-01-01,,
2988,2988,15,0,"Fish, bluefish, raw","Poisson, tassergal, cru",15005,1989-01-01,,Pomatomus saltatrix (L)
501653,6435,15,0,"Fish, burbot (loche), baked or broiled","Poisson, lotte (loche), cuite au four ou grillée",15190,2009-03-11,,
3137,3137,15,28,"Fish, burbot (loche), native, baked or broiled","Poisson, lotte (loche), autochtone, cuite au four ou grillée",,1994-01-01,,Lota lota (L)
5849,5849,15,28,"Fish, burbot (loche), native, eggs, raw","Poisson, lotte (loche), autochtone, oeufs, crus",,2005-02-11,,Lota lota (L)
5915,5915,15,28,"Fish, burbot (loche), native, head, baked","Poisson, lotte (loche), autochtone, tête, cuite au four",,2005-04-19,,Lota lota (L)
5912,5912,15,28,"Fish, burbot (loche), native, liver, baked","Poisson, lotte (loche), autochtone, foie, cuit au four",,2005-04-19,,Lota lota (L)
5850,5850,15,28,"Fish, burbot (loche), native, liver, raw","Poisson, lotte (loche), autochtone, foie, cru",,2005-02-11,,Lota lota (L)
2989,2989,15,28,"Fish, burbot (loche), native, raw","Poisson, lotte (loche), autochtone, crue",,1989-01-01,,Lota lota (L)
5914,5914,15,28,"Fish, burbot (loche), native, skin, baked","Poisson, lotte (loche), autochtone, peau, cuite au four",,2005-04-19,,Lota lota (L)
5913,5913,15,28,"Fish, burbot (loche), native, skin, raw","Poisson, lotte (loche), autochtone, peau, crue",,2005-04-19,,Lota lota (L)
501652,6434,15,0,"Fish, burbot (loche), raw","Poisson, lotte (loche), crue",15006,2009-03-11,,lota lota (L.)
3138,3138,15,0,"Fish, butterfish, baked or broiled","Poisson, stromatée à fossettes, au four ou grillée",15191,1994-01-01,,
2990,2990,15,0,"Fish, butterfish, raw","Poisson, stromatée à fossettes, crue",15007,1989-01-01,,Peprilus triacanthus (Peck)
2992,2992,15,0,"Fish, carp, baked or broiled","Poisson, carpe, cuite ar four ou grillée",15009,1989-01-01,,
2991,2991,15,0,"Fish, carp, raw","Poisson, carpe, crue",15008,1989-01-01,,Cyprinus carpio
3170,3170,15,0,"Fish, catfish (wolffish), atlantic, baked or broiled","Poisson, loup atlantique (loup de mer), au four ou grillé",15224,1994-01-01,,
3091,3091,15,0,"Fish, catfish (wolffish), atlantic, raw","Poisson, loup de l'atlantique (loup de mer), cru",15134,1989-01-01,,Anarhichas lupus (L.)
3181,3181,15,0,"Fish, catfish, channel (bullhead), farmed, baked or broiled","Poisson, barbue de rivière, élevage, au four ou grillée",15235,1994-01-01,,
3180,3180,15,0,"Fish, catfish, channel (bullhead), farmed, raw","Poisson, barbue de rivière, élevage, crue",15234,1994-01-01,,Ictalurus punctatus (Rafinesque)
3179,3179,15,0,"Fish, catfish, channel (bullhead), wild, baked or broiled","Poisson, barbue de rivière, sauvage, au four ou grillée",15233,1994-01-01,,
2994,2994,15,0,"Fish, catfish, channel (bullhead), wild, breaded and fried","Poisson, barbue de rivière, sauvage, panée et frite",15011,1989-01-01,,
2993,2993,15,0,"Fish, catfish, channel (bullhead), wild, raw","Poisson, barbue de rivière, sauvage, crue",15010,1994-01-01,,Ictalurus punctatus (Rafinesque)
2995,2995,15,3,"Fish, caviar, black and red, granular","Poisson, caviar, noir et rouge, granuleux",15012,1989-01-01,,
5922,5922,15,28,"Fish, cisco (lake herring, tullibee), native, baked","Poisson, cisco (hareng de lac), autochtone, cuit au four",,2005-05-11,,Coregonus autumnalis
2996,2996,15,28,"Fish, cisco (lake herring, tullibee), native, raw","Poisson, cisco (hareng de lac), autochtone, cru",15013,1989-01-01,,Coregonus autumnalis
2997,2997,15,28,"Fish, cisco (lake herring, tullibee), native, smoked","Poisson, cisco (hareng de lac), autochtone, fumé",15014,1989-01-01,,Coregonus autumnalis
5921,5921,15,28,"Fish, cisco (lake herring, tullibee), native, smoked, dried","Poisson, cisco (hareng de lac), autochtone, fumé, déshydraté",,2005-05-11,,Coregonus autumnalis
3139,3139,15,0,"Fish, cod (gray cod), pacific, baked or broiled","Poisson, morue, pacifique (morue grise), au four ou grillée",15192,1994-01-01,,
3196,3196,15,3,"Fish, cod (gray cod), pacific, raw","Poisson, morue (morue grise), pacifique, crue",15019,1989-01-01,,Gadus macrocephalus Tilesius
3195,3195,15,3,"Fish, cod (scrod), atlantic, baked or broiled","Poisson, morue, atlantique, au four ou grillé",15016,1989-01-01,,
2998,2998,15,0,"Fish, cod (scrod), atlantic, canned, solids and liquid","Poisson, morue de l'atlantique, conserve, solides et liquide",15017,1989-01-01,,
2999,2999,15,0,"Fish, cod (scrod), atlantic, dried and salted","Poisson, morue de l'atlantique, déshydratée et salée",15018,1989-01-01,,
501943,6713,15,36,"Fish, cod (scrod), Atlantic, dried and salted, soaked in water","Poisson, morue de l'atlantique, déshydratée et salée, trempée dans l'eau",,2009-05-28,,
3194,3194,15,3,"Fish, cod (scrod), atlantic, raw","Poisson, morue, atlantique, crue",15015,1989-01-01,,Gadus morhua (L.)
3232,3232,15,23,"Fish, cod (scrod), atlantic, smoked","Poisson, morue, atlantique, fumée",,1990-01-01,,
3231,3231,15,23,"Fish, cod (scrod), atlantic, tongues and cheeks, raw","Poisson, morue, atlantique, langues et joues, crues",,1990-01-01,,
3001,3001,15,0,"Fish, croaker, atlantic, breaded and fried","Poisson, tambour brésilien, pané et frit",15021,1989-01-01,,
3000,3000,15,0,"Fish, croaker, atlantic, raw","Poisson, tambour brésilien, cru",15020,1989-01-01,,Micropogonias undulatus (L)
3140,3140,15,0,"Fish, cusk, baked or broiled","Poisson, brosme, au four ou grillé",15193,1994-01-01,,
3197,3197,15,0,"Fish, cusk, raw","Poisson, brosme, cru",15022,1989-01-01,,Brosme brosme (Muller)
5882,5882,15,28,"Fish, devilfish, native, meat","Poisson, diable de mer (Mante), autochtone, viande",35034,2005-03-04,2005-03-01,Myoxocephalus
3141,3141,15,0,"Fish, dolphinfish (mahimahi), baked or broiled","Poisson, coryphène commune, au four ou grillée",15194,1994-01-01,,
3002,3002,15,0,"Fish, dolphinfish (mahimahi), raw","Poisson, coryphène commune, crue",15023,1989-01-01,,Coryphaena hippurus (L)
3142,3142,15,0,"Fish, drum, freshwater, baked or broiled","Poisson, malachigan, eau douce, au four ou grillé",15195,1994-01-01,,
3003,3003,15,0,"Fish, drum, freshwater, raw","Poisson, malachigan d'eau douce (drum), cru",15024,1989-01-01,,Aplodinotus grunniens (Rafinesque)
3005,3005,15,0,"Fish, eel, mixed species, baked or broiled","Poisson, anguille, espèces diverses, cuites au four ou grillées",15026,1989-01-01,,
3004,3004,15,0,"Fish, eel, mixed species, raw","Poisson, anguille, espèces diverses, crues",15025,1989-01-01,,Anguilla spp.
3241,3241,15,20,"Fish, eulachon, raw","Poisson, eulakane, cru",,1981-01-01,,
3006,3006,15,0,"Fish, fish sticks, frozen, prepared","Poisson, bâtonnets, congelés, préparés",15027,1989-01-01,,
3007,3007,15,0,"Fish, flatfish (flounder or sole or plaice), baked or broiled","Poisson plat (plie ou flet ou sole), cuit au four ou grillé",15029,1989-01-01,,
3216,3216,15,3,"Fish, flatfish (flounder or sole or plaice), raw","Poisson plat (plie ou flet ou sole), cru",15028,1989-01-01,,Bothidae and Pleuronectidae
3008,3008,15,0,"Fish, gefiltefish, commercial, sweet recipe with broth","Poisson, gefiltefish à la juive, commercial, recette sucrée avec bouillon",15030,1989-01-01,,
3233,3233,15,23,"Fish, goldeye, raw","Poisson, laquaiche aux yeux d'or, crues",,1990-01-01,,
5844,5844,15,28,"Fish, grayling, native, cooked","Poisson, ombre, autochtone, cuit",,2005-02-10,,Thymallus arcticus
3010,3010,15,0,"Fish, grouper, mixed species, baked or broiled","Poisson, merou, espèces diverses, cuites au four ou grillées",15032,1989-01-01,,
3009,3009,15,0,"Fish, grouper, mixed species, raw","Poisson, merou, espèces diverses, crues",15031,1989-01-01,,Epinephelus spp.
3011,3011,15,0,"Fish, haddock (finnan haddie), smoked","Poisson, aiglefin (""finnan haddie""), fumé",15035,1989-01-01,,
3199,3199,15,3,"Fish, haddock, baked or broiled","Poisson, aiglefin, au four ou grillé",15034,1989-01-01,,
3198,3198,15,3,"Fish, haddock, raw","Poisson, aiglefin, cru",15033,1989-01-01,,Melanogrammus aeglefinus (L.)
3090,3090,15,0,"Fish, hake (whiting), mixed species, baked or broiled","Poisson, merlu (collin), espèces diverses, cuites au four ou grillées",15133,1995-01-01,,
3089,3089,15,0,"Fish, hake (whiting), mixed species, raw","Poisson, merlu (colllin), espèces diverses, crues",15132,1989-01-01,,Gadidae
3012,3012,15,0,"Fish, halibut, Atlantic or Pacific, baked or broiled","Poisson, flétan, Atlantique ou Pacifique, au four ou grillé",15037,1989-01-01,,
3200,3200,15,3,"Fish, halibut, Atlantic or Pacific, raw","Poisson, flétan, Atlantique ou Pacifique, cru",15036,1989-01-01,,Hippoglossus hippoglossus (L.) and H. stenolepis Schmidt
3143,3143,15,0,"Fish, halibut, Greenland (turbot), baked or broiled","Poisson, flétan, Groenland (flétan noir), au four ou grillé",15196,1994-01-01,,
3013,3013,15,0,"Fish, halibut, Greenland (turbot), raw","Poisson, flétan, Groenland (flétan noir), cru",15038,1989-01-01,,Reinhardtius hippoglossoides (Walbaum)
5884,5884,15,28,"Fish, herring eggs on giant kelp, native, Pacific","Poisson, oeufs de hareng, sur algue géante, autochtone, pacifique",35039,2005-03-04,2005-03-01,Clupea harengus pallasi Valenciennes & Macrocystis integrifolia
5885,5885,15,28,"Fish, herring eggs, native, Pacific, dry","Poisson, hareng, autochtone, oeufs, pacifique, déshydratés",35040,2005-03-04,2005-03-01,Clupea harengus pallasi Valenciennes
5886,5886,15,28,"Fish, herring eggs, native, Pacific, raw","Poisson, hareng, autochtone, oeufs, pacifique, crus",35041,2005-03-04,2005-03-01,Clupea harengus pallasi Valenciennes
3015,3015,15,0,"Fish, herring, atlantic, baked or broiled","Poisson, hareng, atlantique, cuit au four ou grillé",15040,1989-01-01,,
3017,3017,15,3,"Fish, herring, atlantic, kippered","Poisson, hareng, atlantique, fumé et salé",15042,1989-01-01,,
3016,3016,15,0,"Fish, herring, atlantic, pickled","Poisson, hareng, atlantique, mariné",15041,1989-01-01,,
3014,3014,15,3,"Fish, herring, atlantic, raw","Poisson, hareng, atlantique, cru",15039,1989-01-01,,Clupea harengus harengus (L)
5887,5887,15,28,"Fish, herring, native, Pacific, air-dried, packed in oil","Poisson, hareng, autochtone, pacifique, déshydraté, dans l`huile",35042,2005-03-04,2005-03-01,Clupea harengus pallasi Valenciennes
3144,3144,15,0,"Fish, herring, pacific, baked or broiled","Poisson, hareng, pacifique, au four ou grillé",15197,1994-01-01,,
3018,3018,15,0,"Fish, herring, pacific, raw","Poisson, hareng, pacifique, cru",15043,1989-01-01,,Clupea harengus pallasi Valenciennes
3234,3234,15,23,"Fish, inconnu (connie, coney), raw","Poisson, inconnu, cru",,1990-01-01,,
5846,5846,15,28,"Fish, inconnu, native, cooked","Poisson, inconnu, autochtone, cuit",,2005-02-10,,Stenodus leucichthys
5845,5845,15,28,"Fish, inconnu, native, raw","Poisson, inconnu, autochtone, cru",,2005-02-10,,Stenodus leucichthys
5847,5847,15,28,"Fish, inconnu, native, smoked, baked","Poisson, inconnu, autochtone, fumé, au four",,2005-02-10,,Stenodus leucichthys
5848,5848,15,28,"Fish, inconnu, native, smoked, dried","Poisson, inconnu, autochtone, fumé, déshydraté",,2005-02-10,,Stenodus leucichthys
3145,3145,15,0,"Fish, ling, baked or broiled","Poisson, lingue, au four ou grillé",15198,1994-01-01,,
3019,3019,15,0,"Fish, ling, raw","Poisson, lingue, cru",15044,1989-01-01,,Molva molva (L)
3146,3146,15,0,"Fish, lingcod, baked or broiled","Poisson, morue-lingue, au four ou grillée",15199,1994-01-01,,
5888,5888,15,28,"Fish, lingcod, native, liver","Poisson, morue-lingue, autochtone, foie",35047,2005-03-04,2005-03-01,Ophiodon elongatus
3020,3020,15,0,"Fish, lingcod, raw","Poisson, morue lingue, crue",15045,1989-01-01,,Ophiodon elongatus Girard
3022,3022,15,0,"Fish, mackerel, atlantic, baked or broiled","Poisson, maquereau bleu, cuit au four ou grillé",15047,1989-01-01,,
3021,3021,15,3,"Fish, mackerel, atlantic, raw","Poisson maquereau bleu, cru",15046,1989-01-01,,Scomber scombrus L
3023,3023,15,0,"Fish, mackerel, jack, canned, drained solids","Poisson, chinchard, conserve, solides égouttés",15048,1989-01-01,,Trachurus symmetricus (Ayers)
3147,3147,15,0,"Fish, mackerel, king, baked or broiled","Poisson, thazard, au four ou grillé",15200,1994-01-01,,
3024,3024,15,0,"Fish, mackerel, king, raw","Poisson, thazard bané (maquereau royal), cru",15049,1989-01-01,,Scombermorus cavalla (Cuvier)
3148,3148,15,0,"Fish, mackerel, pacific and jack, mixed species, baked or broiled","Poisson, maquereau espagnol/chinchard, espèces diverses, au four ou grillé",15201,1994-01-01,,
3025,3025,15,0,"Fish, mackerel, pacific and jack, mixed species, raw","Poisson, maquereau espagnol et chinchard, espèces diverses, crues",15050,1994-01-01,,Scomber spp and Trachurus spp.
5633,5633,15,0,"Fish, mackerel, salted","Poisson, maquereau, salé",83110,2004-03-09,2003-08-01,
3027,3027,15,0,"Fish, mackerel, spanish (atlantic), baked or broiled","Poisson, thazard tacheté (atlantique), cuit au four ou grillé",15052,1989-01-01,,
3026,3026,15,3,"Fish, mackerel, spanish (atlantic), raw","Poisson, thazard tacheté (atlantique), cru",15051,1989-01-01,,Scombermorus maculatus (Mitchill)
3149,3149,15,0,"Fish, milkfish (awa), baked or broiled","Poisson, chanos, au four ou grillé",15202,1994-01-01,,
3028,3028,15,0,"Fish, milkfish (awa), raw","Poisson, chanide, cru",15053,1989-01-01,,Chanos chanon (Forskaal)
3150,3150,15,0,"Fish, monkfish (goosefish, anglerfish), baked or broiled","Poisson, baudroie, au four ou grillée",15203,1994-01-01,,
3201,3201,15,3,"Fish, monkfish (goosefish, anglerfish), raw","Poisson, baudroie d'amérique, crue",15054,1989-01-01,,Lophius piscatorius L.
3164,3164,15,0,"Fish, mullet (sucker), white, baked or broiled","Poisson, meunier noir (carpe noir), au four ou grillé",15217,1994-01-01,,
3072,3072,15,0,"Fish, mullet (sucker), white, raw","Poisson, meunier noir (carpe noire), cru",15107,1989-01-01,,Catostomus commersoni (Lacepede)
3030,3030,15,0,"Fish, mullet, striped, baked or broiled","Poisson, mulet cabot (muge cabot), cuit au four ou grillé",15056,1989-01-01,,
3029,3029,15,0,"Fish, mullet, striped, raw","Poisson, mulet cabot (muge cabot), cru",15055,1989-01-01,,Mugil  cephalus L.
3032,3032,15,0,"Fish, ocean perch (rosefish, redfish), atlantic, baked or broiled","Poisson, sebaste, atlantique (perche rose), cuit au four ou grillé",15058,1989-01-01,,
3031,3031,15,0,"Fish, ocean perch, Atlantic, raw","Poisson, sebaste, atlantique, cru",15057,1989-01-01,,Sebastes marinus L.
5892,5892,15,28,"Fish, oopah (tunicata), native, whole animal","Poisson, oopah (tunicata), autochtone, entier",35058,2005-03-04,2005-03-01,Tunicata
3178,3178,15,0,"Fish, orange roughy, baked or broiled","Poisson, hoplostete orange (""orange roughy""), au four ou grillé",15232,1994-01-01,,
3046,3046,15,0,"Fish, orange roughy, raw","Poisson, hoplostète orange (""orange roughy""), cru",15073,1994-01-01,,Hoplostethus atlanticus
3035,3035,15,0,"Fish, perch, mixed species, baked or broiled","Poisson, perchude, espéces diverses, cuites au four ou grillée",15061,1989-01-01,,
3034,3034,15,0,"Fish, perch, mixed species, raw","Poisson, perchaude, espèces diverses, crues",15060,1989-01-01,,Morone americana Gmelin and Perca flavescens (Mitchill)
3151,3151,15,0,"Fish, pickerel, walleye-pickerel (yellow pike), baked or broiled","Poisson, doré (doré jaune/blanc), au four ou grillé",15204,1994-01-01,,
3202,3202,15,3,"Fish, pickerel, walleye-pickerel (yellow pike), raw","Poisson, doré (doré jaune ou blanc), cru",15064,1989-01-01,,Stizostedion vitreum vitreum (Mitchill)
3037,3037,15,28,"Fish, pike, northern, native, cooked","Poisson, grand brochet, autochtone, cuit",15063,1989-01-01,,Esox lucius
5894,5894,15,28,"Fish, pike, northern, native, liver","Poisson, grand brochet, autochtone, foie",35060,2005-03-04,2005-03-01,Esox lucius
3036,3036,15,28,"Fish, pike, northern, native, raw","Poisson, grand brochet, autochtone, cru",15062,1989-01-01,,Esox lucius L.
3152,3152,15,0,"Fish, pollock, atlantic (boston blue), baked or broiled","Poisson, goberge, atlantique (merlan, lieu noir), au four ou grillée",15205,1994-01-01,,
3038,3038,15,0,"Fish, pollock, atlantic (boston blue), raw","Poisson, goberge, atlantique (merlan, lieu noir), crue",15065,1989-01-01,,Pollachius virens L.
3040,3040,15,0,"Fish, pollock, walleye (alaska), baked or broiled","Poisson, morue, pacifique occidental, cuite au four ou grillée",15067,1989-01-01,,
3039,3039,15,3,"Fish, pollock, walleye (alaska), raw","Poisson, morue, pacifique occidental, crue",15066,1989-01-01,,Theragra chalcogramma (Pallas)
3042,3042,15,0,"Fish, pompano, florida, baked or broiled","Poisson, pompano, floride, cuit au four ou grillé",15069,1989-01-01,,
3041,3041,15,0,"Fish, pompano, florida, raw","Poisson, pompano, floride, cru",15068,1989-01-01,,Trachinotus carolinus (L.)
3153,3153,15,0,"Fish, pout, ocean, baked or broiled","Poisson, loquette d'amérique, au four ou grillée",15206,1994-01-01,,
3033,3033,15,0,"Fish, pout, ocean, raw","Poisson, loquette d'amérique, crue",15059,1989-01-01,,Macrozoarces americanus (Schneider)
3044,3044,15,0,"Fish, rockfish, pacific ocean perch, mixed species, baked or broiled","Poisson, sébaste, pacifique, espèces diverses, cuites au four ou grillées",15071,1989-01-01,,
3043,3043,15,0,"Fish, rockfish, pacific ocean perch, mixed species, raw","Poisson, sébaste, pacifique, espèces diverses, crues",15070,1989-01-01,,Sebastes spp.
3154,3154,15,0,"Fish, roe, mixed species, baked or broiled","Poisson, rogue (oeufs de poisson), espèces diverses, au four ou grillées",15207,1994-01-01,,
3045,3045,15,0,"Fish, roe, mixed species, raw","Poisson, rogue (oeufs de poisson), espèces diverses, crues",15072,1989-01-01,,
3155,3155,15,0,"Fish, sablefish (black cod), baked or broiled","Poisson, morue charbonnière, au four ou grillée",15208,1994-01-01,,
3047,3047,15,0,"Fish, sablefish (black cod), raw","Poisson, morue charbonnière, crue",15074,1989-01-01,,Anoplopoma fimbria (Pallas)
